date,time_period,usage,is_free
2024-12-07,21:30 - 22:00,2.24,Yes
2024-12-07,22:00 - 22:30,2.127,Yes
2024-12-07,22:30 - 23:00,1.1,Yes
2024-12-07,23:00 - 23:30,0.063,Yes
2024-12-07,23:30 - 00:00,0.029,Yes
2024-12-06,00:00 - 00:30,0.051,No
2024-12-06,00:30 - 01:00,0.041,No
2024-12-06,01:00 - 01:30,0.04,No
2024-12-06,01:30 - 02:00,0.041,No
2024-12-06,02:00 - 02:30,0.037,No
2024-12-06,02:30 - 03:00,0.038,No
2024-12-06,03:00 - 03:30,0.035,No
2024-12-06,03:30 - 04:00,0.033,No
2024-12-06,04:00 - 04:30,0.039,No
2024-12-06,04:30 - 05:00,0.028,No
2024-12-06,05:00 - 05:30,0.043,No
2024-12-06,05:30 - 06:00,0.027,No
2024-12-06,06:00 - 06:30,1.186,Yes
2024-12-06,06:30 - 07:00,0.071,Yes
2024-12-06,07:00 - 07:30,1.176,No
2024-12-06,07:30 - 08:00,0.45,No
2024-12-06,08:00 - 08:30,0.147,No
2024-12-06,08:30 - 09:00,0.211,No
2024-12-06,09:00 - 09:30,0.162,No
2024-12-06,09:30 - 10:00,0.109,No
2024-12-06,10:00 - 10:30,0.119,No
2024-12-06,10:30 - 11:00,0.073,No
2024-12-06,11:00 - 11:30,0.07,No
2024-12-06,11:30 - 12:00,0.083,No
2024-12-06,12:00 - 12:30,0.065,No
2024-12-06,12:30 - 13:00,0.088,No
2024-12-06,13:00 - 13:30,0.062,No
2024-12-06,13:30 - 14:00,0.323,No
2024-12-06,14:00 - 14:30,0.271,No
2024-12-06,14:30 - 15:00,0.088,No
2024-12-06,15:00 - 15:30,0.064,No
2024-12-06,15:30 - 16:00,0.105,No
2024-12-06,16:00 - 16:30,0.08,No
2024-12-06,16:30 - 17:00,0.319,No
2024-12-06,17:00 - 17:30,0.402,No
2024-12-06,17:30 - 18:00,0.48,No
2024-12-06,18:00 - 18:30,0.073,No
2024-12-06,18:30 - 19:00,0.093,No
2024-12-06,19:00 - 19:30,0.054,No
2024-12-06,19:30 - 20:00,0.098,No
2024-12-06,20:00 - 20:30,0.049,No
2024-12-06,20:30 - 21:00,0.026,No
2024-12-06,21:00 - 21:30,2.099,Yes
2024-12-06,21:30 - 22:00,2.265,Yes
2024-12-06,22:00 - 22:30,2.214,Yes
2024-12-06,22:30 - 23:00,1.933,Yes
2024-12-06,23:00 - 23:30,1.854,Yes
2024-12-06,23:30 - 00:00,1.717,Yes
2024-12-05,00:00 - 00:30,0.077,No
2024-12-05,00:30 - 01:00,0.05,No
2024-12-05,01:00 - 01:30,0.056,No
2024-12-05,01:30 - 02:00,0.029,No
2024-12-05,02:00 - 02:30,0.027,No
2024-12-05,02:30 - 03:00,0.044,No
2024-12-05,03:00 - 03:30,0.026,No
2024-12-05,03:30 - 04:00,0.034,No
2024-12-05,04:00 - 04:30,0.049,No
2024-12-05,04:30 - 05:00,0.026,No
2024-12-05,05:00 - 05:30,0.026,No
2024-12-05,05:30 - 06:00,0.043,No
2024-12-05,06:00 - 06:30,1.324,Yes
2024-12-05,06:30 - 07:00,0.025,Yes
2024-12-05,07:00 - 07:30,0.204,No
2024-12-05,07:30 - 08:00,0.828,No
2024-12-05,08:00 - 08:30,0.152,No
2024-12-05,08:30 - 09:00,0.131,No
2024-12-05,09:00 - 09:30,0.111,No
2024-12-05,09:30 - 10:00,0.145,No
2024-12-05,10:00 - 10:30,0.116,No
2024-12-05,10:30 - 11:00,0.104,No
2024-12-05,11:00 - 11:30,0.09,No
2024-12-05,11:30 - 12:00,0.161,No
2024-12-05,12:00 - 12:30,0.092,No
2024-12-05,12:30 - 13:00,0.201,No
2024-12-05,13:00 - 13:30,0.194,No
2024-12-05,13:30 - 14:00,0.085,No
2024-12-05,14:00 - 14:30,0.086,No
2024-12-05,14:30 - 15:00,0.06,No
2024-12-05,15:00 - 15:30,0.086,No
2024-12-05,15:30 - 16:00,0.075,No
2024-12-05,16:00 - 16:30,0.231,No
2024-12-05,16:30 - 17:00,0.107,No
2024-12-05,17:00 - 17:30,0.07,No
2024-12-05,17:30 - 18:00,0.106,No
2024-12-05,18:00 - 18:30,0.14,No
2024-12-05,18:30 - 19:00,0.503,No
2024-12-05,19:00 - 19:30,0.053,No
2024-12-05,19:30 - 20:00,0.053,No
2024-12-05,20:00 - 20:30,0.049,No
2024-12-05,20:30 - 21:00,0.038,No
2024-12-05,21:00 - 21:30,1.948,Yes
2024-12-05,21:30 - 22:00,1.844,Yes
2024-12-05,22:00 - 22:30,1.705,Yes
2024-12-05,22:30 - 23:00,0.56,Yes
2024-12-05,23:00 - 23:30,0.225,Yes
2024-12-05,23:30 - 00:00,1.153,Yes
2024-12-04,00:00 - 00:30,0.044,No
2024-12-04,00:30 - 01:00,0.047,No
2024-12-04,01:00 - 01:30,0.046,No
2024-12-04,01:30 - 02:00,0.025,No
2024-12-04,02:00 - 02:30,0.043,No
2024-12-04,02:30 - 03:00,0.025,No
2024-12-04,03:00 - 03:30,0.043,No
2024-12-04,03:30 - 04:00,0.044,No
2024-12-04,04:00 - 04:30,0.03,No
2024-12-04,04:30 - 05:00,0.045,No
2024-12-04,05:00 - 05:30,0.031,No
2024-12-04,05:30 - 06:00,0.039,No
2024-12-04,06:00 - 06:30,1.163,Yes
2024-12-04,06:30 - 07:00,0.027,Yes
2024-12-04,07:00 - 07:30,0.806,No
2024-12-04,07:30 - 08:00,0.212,No
2024-12-04,08:00 - 08:30,0.087,No
2024-12-04,08:30 - 09:00,0.095,No
2024-12-04,09:00 - 09:30,0.063,No
2024-12-04,09:30 - 10:00,0.065,No
2024-12-04,10:00 - 10:30,0.059,No
2024-12-04,10:30 - 11:00,0.058,No
2024-12-04,11:00 - 11:30,0.065,No
2024-12-04,11:30 - 12:00,0.064,No
2024-12-04,12:00 - 12:30,0.064,No
2024-12-04,12:30 - 13:00,0.079,No
2024-12-04,13:00 - 13:30,0.047,No
2024-12-04,13:30 - 14:00,0.024,No
2024-12-04,14:00 - 14:30,0.024,No
2024-12-04,14:30 - 15:00,0.102,No
2024-12-04,15:00 - 15:30,0.046,No
2024-12-04,15:30 - 16:00,0.064,No
2024-12-04,16:00 - 16:30,0.059,No
2024-12-04,16:30 - 17:00,0.231,No
2024-12-04,17:00 - 17:30,0.071,No
2024-12-04,17:30 - 18:00,0.776,No
2024-12-04,18:00 - 18:30,0.28,No
2024-12-04,18:30 - 19:00,0.083,No
2024-12-04,19:00 - 19:30,0.063,No
2024-12-04,19:30 - 20:00,0.049,No
2024-12-04,20:00 - 20:30,0.026,No
2024-12-04,20:30 - 21:00,0.051,No
2024-12-04,21:00 - 21:30,1.925,Yes
2024-12-04,21:30 - 22:00,2.08,Yes
2024-12-04,22:00 - 22:30,1.971,Yes
2024-12-04,22:30 - 23:00,0.209,Yes
2024-12-04,23:00 - 23:30,1.477,Yes
2024-12-04,23:30 - 00:00,0.676,Yes
2024-12-03,00:00 - 00:30,0.618,No
2024-12-03,00:30 - 01:00,0.11,No
2024-12-03,01:00 - 01:30,0.05,No
2024-12-03,01:30 - 02:00,0.629,No
2024-12-03,02:00 - 02:30,0.051,No
2024-12-03,02:30 - 03:00,0.05,No
2024-12-03,03:00 - 03:30,0.026,No
2024-12-03,03:30 - 04:00,0.047,No
2024-12-03,04:00 - 04:30,0.538,No
2024-12-03,04:30 - 05:00,0.03,No
2024-12-03,05:00 - 05:30,0.046,No
2024-12-03,05:30 - 06:00,0.024,No
2024-12-03,06:00 - 06:30,0.045,Yes
2024-12-03,06:30 - 07:00,0.031,Yes
2024-12-03,07:00 - 07:30,1.359,No
2024-12-03,07:30 - 08:00,0.093,No
2024-12-03,08:00 - 08:30,0.079,No
2024-12-03,08:30 - 09:00,0.717,No
2024-12-03,09:00 - 09:30,0.12,No
2024-12-03,09:30 - 10:00,0.09,No
2024-12-03,10:00 - 10:30,0.293,No
2024-12-03,10:30 - 11:00,0.385,No
2024-12-03,11:00 - 11:30,0.059,No
2024-12-03,11:30 - 12:00,0.085,No
2024-12-03,12:00 - 12:30,0.063,No
2024-12-03,12:30 - 13:00,0.729,No
2024-12-03,13:00 - 13:30,0.453,No
2024-12-03,13:30 - 14:00,0.069,No
2024-12-03,14:00 - 14:30,0.606,No
2024-12-03,14:30 - 15:00,0.197,No
2024-12-03,15:00 - 15:30,0.104,No
2024-12-03,15:30 - 16:00,0.075,No
2024-12-03,16:00 - 16:30,0.086,No
2024-12-03,16:30 - 17:00,0.654,No
2024-12-03,17:00 - 17:30,0.141,No
2024-12-03,17:30 - 18:00,0.107,No
2024-12-03,18:00 - 18:30,0.099,No
2024-12-03,18:30 - 19:00,0.411,No
2024-12-03,19:00 - 19:30,0.708,No
2024-12-03,19:30 - 20:00,0.056,No
2024-12-03,20:00 - 20:30,0.051,No
2024-12-03,20:30 - 21:00,0.057,No
2024-12-03,21:00 - 21:30,2.088,Yes
2024-12-03,21:30 - 22:00,2.494,Yes
2024-12-03,22:00 - 22:30,1.546,Yes
2024-12-03,22:30 - 23:00,1.929,Yes
2024-12-03,23:00 - 23:30,1.264,Yes
2024-12-03,23:30 - 00:00,0.053,Yes
2024-12-02,00:00 - 00:30,0.451,No
2024-12-02,00:30 - 01:00,0.276,No
2024-12-02,01:00 - 01:30,0.033,No
2024-12-02,01:30 - 02:00,0.041,No
2024-12-02,02:00 - 02:30,0.017,No
2024-12-02,02:30 - 03:00,0.366,No
2024-12-02,03:00 - 03:30,0.211,No
2024-12-02,03:30 - 04:00,0.038,No
2024-12-02,04:00 - 04:30,0.018,No
2024-12-02,04:30 - 05:00,0.035,No
2024-12-02,05:00 - 05:30,0.019,No
2024-12-02,05:30 - 06:00,0.033,No
2024-12-02,06:00 - 06:30,0.49,Yes
2024-12-02,06:30 - 07:00,0.035,Yes
2024-12-02,07:00 - 07:30,0.021,No
2024-12-02,07:30 - 08:00,0.083,No
2024-12-02,08:00 - 08:30,0.103,No
2024-12-02,08:30 - 09:00,0.057,No
2024-12-02,09:00 - 09:30,0.553,No
2024-12-02,09:30 - 10:00,0.043,No
2024-12-02,10:00 - 10:30,0.021,No
2024-12-02,10:30 - 11:00,0.033,No
2024-12-02,11:00 - 11:30,0.026,No
2024-12-02,11:30 - 12:00,0.026,No
2024-12-02,12:00 - 12:30,0.044,No
2024-12-02,12:30 - 13:00,0.678,No
2024-12-02,13:00 - 13:30,0.029,No
2024-12-02,13:30 - 14:00,0.046,No
2024-12-02,14:00 - 14:30,0.066,No
2024-12-02,14:30 - 15:00,0.07,No
2024-12-02,15:00 - 15:30,0.069,No
2024-12-02,15:30 - 16:00,0.423,No
2024-12-02,16:00 - 16:30,0.184,No
2024-12-02,16:30 - 17:00,0.052,No
2024-12-02,17:00 - 17:30,0.053,No
2024-12-02,17:30 - 18:00,0.061,No
2024-12-02,18:00 - 18:30,0.624,No
2024-12-02,18:30 - 19:00,0.481,No
2024-12-02,19:00 - 19:30,1.099,No
2024-12-02,19:30 - 20:00,0.103,No
2024-12-02,20:00 - 20:30,0.712,No
2024-12-02,20:30 - 21:00,0.057,No
2024-12-02,21:00 - 21:30,0.812,Yes
2024-12-02,21:30 - 22:00,2.183,Yes
2024-12-02,22:00 - 22:30,0.954,Yes
2024-12-02,22:30 - 23:00,2.363,Yes
2024-12-02,23:00 - 23:30,0.615,Yes
2024-12-02,23:30 - 00:00,1.2,Yes
